continent,part,countrycode,value
AMERICA,CENTER,PA,Капет*
AMERICA,CENTER,PA,Икант*
AMERICA,CENTER,PA,Долег*
AMERICA,CENTER,PA,Гарич*
AMERICA,CENTER,PA,Бурик*
AMERICA,CENTER,PA,Бугаб*
AMERICA,CENTER,PA,Бокет*
AMERICA,CENTER,PA,Аланх*
AMERICA,CENTER,PA,Чилибр*
AMERICA,CENTER,PA,Тубуа*
AMERICA,CENTER,PA,Токум*
AMERICA,CENTER,PA,Сортов*
AMERICA,CENTER,PA,Сасард*
AMERICA,CENTER,PA,Рио-Ат*
AMERICA,CENTER,PA,Ла-Тис*
AMERICA,CENTER,PA,Ла-Мат*
AMERICA,CENTER,PA,Ла-Лом*
AMERICA,CENTER,PA,Кусапин*
AMERICA,CENTER,PA,Коэтуп*
AMERICA,CENTER,PA,Калобр*
AMERICA,CENTER,PA,Гуарар*
AMERICA,CENTER,PA,Гуалак*
AMERICA,CENTER,PA,Гуабит*
AMERICA,CENTER,PA,Волька*
AMERICA,CENTER,PA,Бокерон*
AMERICA,CENTER,PA,Ачутуп*
AMERICA,CENTER,PA,Эскобал*
AMERICA,CENTER,PA,Эль-Коп*
AMERICA,CENTER,PA,Сермен*
AMERICA,CENTER,PA,Сельмир*
AMERICA,CENTER,PA,Рио-Рит*
AMERICA,CENTER,PA,Рио-Дук*
AMERICA,CENTER,PA,Пеноном*
AMERICA,CENTER,PA,Мулатуп*
AMERICA,CENTER,PA,Мамитип*
AMERICA,CENTER,PA,Ла-Митр*
AMERICA,CENTER,PA,Каньясас*
AMERICA,CENTER,PA,Канкинт*
AMERICA,CENTER,PA,Гарачин*
AMERICA,CENTER,PA,Аррайха*
AMERICA,CENTER,PA,Алиганд*
AMERICA,CENTER,PA,Энтрадер*
AMERICA,CENTER,PA,Эль-Увит*
AMERICA,CENTER,PA,Эль-Робл*
AMERICA,CENTER,PA,Эль-Кан*
AMERICA,CENTER,PA,Чангинол*
AMERICA,CENTER,PA,Сахалисес*
AMERICA,CENTER,PA,Сабанитас*
AMERICA,CENTER,PA,Портобел*
AMERICA,CENTER,PA,Педрегал*
AMERICA,CENTER,PA,Макаракас*
AMERICA,CENTER,PA,Лос-Посос*
AMERICA,CENTER,PA,Лос-Лотес*
AMERICA,CENTER,PA,Лас-Минас*
AMERICA,CENTER,PA,Ла-Пальм*
AMERICA,CENTER,PA,Ла-Кабим*
AMERICA,CENTER,PA,Колонсит*
AMERICA,CENTER,PA,Канир-Дуп*
AMERICA,CENTER,PA,Гуарумал*
AMERICA,CENTER,PA,Вакамонт*
AMERICA,CENTER,PA,Эль-Эспав*
AMERICA,CENTER,PA,Эль-Хирал*
AMERICA,CENTER,PA,Эль-Ринкон*
AMERICA,CENTER,PA,Эль-Крист*
AMERICA,CENTER,PA,Унион-Чок*
AMERICA,CENTER,PA,Серро-Кам*
AMERICA,CENTER,PA,Рио-Сер*
AMERICA,CENTER,PA,Орконситос*
AMERICA,CENTER,PA,Лос-Польос*
AMERICA,CENTER,PA,Лас-Таблас*
AMERICA,CENTER,PA,Ла-Чоррер*
AMERICA,CENTER,PA,Кристобал*
AMERICA,CENTER,PA,Капеллан*
AMERICA,CENTER,PA,Каймитил*
AMERICA,CENTER,PA,Альмирант*
AMERICA,CENTER,PA,Агуадульс*
AMERICA,CENTER,PA,Агуа-Буэн*
AMERICA,CENTER,PA,Эль-Кортес*
AMERICA,CENTER,PA,Сьоги-Абах*
AMERICA,CENTER,PA,Серро-Пунт*
AMERICA,CENTER,PA,Пасо-Бланк*
AMERICA,CENTER,PA,Нуэво-Вих*
AMERICA,CENTER,PA,Монте-Лир*
AMERICA,CENTER,PA,Льяно-Марин*
AMERICA,CENTER,PA,Льяно-Ларг*
AMERICA,CENTER,PA,Лас-Кумбрес*
AMERICA,CENTER,PA,Эль-Силенс*
AMERICA,CENTER,PA,Эль-Порвенир*
AMERICA,CENTER,PA,Финка-Бланк*
AMERICA,CENTER,PA,Сьоги-Арриб*
AMERICA,CENTER,PA,Рио-де-Хесус*
AMERICA,CENTER,PA,Пуэрто-Пилон*
AMERICA,CENTER,PA,Пуэрто-Пен*
AMERICA,CENTER,PA,Пуэрто-Инд*
AMERICA,CENTER,PA,Мария-Чикит*
AMERICA,CENTER,PA,Вилья-Карм*
AMERICA,CENTER,PA,Чирики-Гранд*
AMERICA,CENTER,PA,Чигири-Арриб*
AMERICA,CENTER,PA,Рио-Алехандр*
AMERICA,CENTER,PA,Нуэво-Гуарар*
AMERICA,CENTER,PA,Лос-Бокеронес*
AMERICA,CENTER,PA,Карти-Сугтуп*
AMERICA,CENTER,PA,Вилья-Росар*
AMERICA,CENTER,PA,Финка-Корредор*
AMERICA,CENTER,PA,Пуэрто-Каймит*
AMERICA,CENTER,PA,Потреро-Гранд*
AMERICA,CENTER,PA,Пальмас-Бельяс*
AMERICA,CENTER,PA,Нуэво-Сан-Хуа*
AMERICA,CENTER,PA,Нуэво-Аррайха*
AMERICA,CENTER,PA,Номбре-де-Диос*
AMERICA,CENTER,PA,Лос-Анастасьос*
AMERICA,CENTER,PA,Ла-Эспигадил*
AMERICA,CENTER,PA,Кальсада-Ларг*
AMERICA,CENTER,PA,Бока-де-Парит*
AMERICA,CENTER,PA,Алькальде-Диас*
AMERICA,CENTER,PA,Чурукита-Чикит*
AMERICA,CENTER,PA,Чурукита-Гранд*
AMERICA,CENTER,PA,Сирило-Гуайнор*
AMERICA,CENTER,PA,Пласа-де-Кайса*
AMERICA,CENTER,PA,Нуэво-Эмперадор*
AMERICA,CENTER,PA,Мата-дель-Нанс*
AMERICA,CENTER,PA,Льяно-де-Пьедр*
AMERICA,CENTER,PA,Лос-Альгарробос*
AMERICA,CENTER,PA,Бокас-дель-Тор*
AMERICA,CENTER,PA,Санта-Ана-Арриб*
AMERICA,CENTER,PA,Пуэрто-Армуэльес*
AMERICA,CENTER,PA,Лас-Гиас-Орьент*
AMERICA,CENTER,PA,Валле-дель-Риск*
AMERICA,CENTER,PA,Санта-Рита-Арриб*
AMERICA,CENTER,PA,Потрерильос-Абах*
AMERICA,CENTER,PA,Асеррио-де-Гарич*
AMERICA,CENTER,PA,Альто-дель-Эспин*
AMERICA,CENTER,PA,Потрерильос-Арриб*
AMERICA,CENTER,PA,Сан-Висенте-де-Бик*
AMERICA,CENTER,PA,Финка-Синкента-и-Ун*
AMERICA,CENTER,PA,Сантьяго-де-Верагуас*
AMERICA,CENTER,PA,Альто-де-да-Эстанс*
AMERICA,CENTER,PA,Эль-Валье-де-ла-Уньон*
AMERICA,CENTER,PA,Ла-Рая-де-Санта-Мар*
AMERICA,CENTER,PA,Кебрада-Бонита-Адентр*
AMERICA,CENTER,PA,Эль-Эспино-де-Санта-Рос*
AMERICA,CENTER,PA,Эль-Реаль-де-Санта-Мар*
AMERICA,CENTER,PA,Дивал*
AMERICA,CENTER,PA,Атала*
AMERICA,CENTER,PA,Ола
AMERICA,CENTER,PA,Оку
AMERICA,CENTER,PA,Чепо
AMERICA,CENTER,PA,Чаме
AMERICA,CENTER,PA,Хаке
AMERICA,CENTER,PA,Толе
AMERICA,CENTER,PA,Песе
AMERICA,CENTER,PA,Ната
AMERICA,CENTER,PA,Явис?
AMERICA,CENTER,PA,Читре
AMERICA,CENTER,PA,Чиман
AMERICA,CENTER,PA,Покри
AMERICA,CENTER,PA,Морти
AMERICA,CENTER,PA,Кано?
AMERICA,CENTER,PA,Ипети
AMERICA,CENTER,PA,Берб?
AMERICA,CENTER,PA,Анкон
AMERICA,CENTER,PA,Чиман?
AMERICA,CENTER,PA,Анкон?
ASIA,WEST,OM,Янкул*
ASIA,WEST,OM,Хабур*
ASIA,WEST,OM,Рустак*
ASIA,WEST,OM,Нахал*
ASIA,WEST,OM,Мирбат*
ASIA,WEST,OM,Масна*
ASIA,WEST,OM,Маскат*
ASIA,WEST,OM,Кабил*
ASIA,WEST,OM,Бидбид*
ASIA,WEST,OM,Баушар*
ASIA,WEST,OM,Бадий*
ASIA,WEST,OM,Амират*
ASIA,WEST,OM,Сувейк*
ASIA,WEST,OM,Мудейб*
ASIA,WEST,OM,Курей*
ASIA,WEST,OM,Бурайм*
ASIA,WEST,OM,Бени-Бу-Ал*
ASIA,WEST,OM,Дима-Ват-Таиин*
ASIA,WEST,OM,Вади-Эль-Маавил*
ASIA,WEST,OM,Биляд-Бени-Бу-Хаса*
ASIA,WEST,OM,Эль-Камиль-Валь-Ваф*
ASIA,WEST,OM,Сумаил?
ASIA,WEST,OM,Салал*
ASIA,WEST,OM,Матрах?
ASIA,WEST,OM,Сур
ASIA,WEST,OM,Сиб
ASIA,WEST,OM,Така
ASIA,WEST,OM,Сахм
ASIA,WEST,OM,Оман*
ASIA,WEST,OM,Лива
ASIA,WEST,OM,Изки
ASIA,WEST,OM,Ибри
ASIA,WEST,OM,Ибра
ASIA,WEST,OM,Данк
ASIA,WEST,OM,Шинас*
ASIA,WEST,OM,Хасаб
ASIA,WEST,OM,Хамр?
ASIA,WEST,OM,Сохар*
ASIA,WEST,OM,Манах*
ASIA,WEST,OM,Бахл?
ASIA,WEST,OM,Барк?
ASIA,WEST,OM,Аваби
ASIA,WEST,OM,Хасаб?
OCEANIA,AU-NZ,NZ,Окленд*
OCEANIA,AU-NZ,NZ,Ротору*
OCEANIA,AU-NZ,NZ,Нельсон*
OCEANIA,AU-NZ,NZ,Зеланд*
OCEANIA,AU-NZ,NZ,Данидин*
OCEANIA,AU-NZ,NZ,Гисборн*
OCEANIA,AU-NZ,NZ,Фангар*
OCEANIA,AU-NZ,NZ,Уонгану*
OCEANIA,AU-NZ,NZ,Тауранг*
OCEANIA,AU-NZ,NZ,Нью-Плимут*
OCEANIA,AU-NZ,NZ,Крайстчерч*
OCEANIA,AU-NZ,NZ,Веллингтон*
OCEANIA,AU-NZ,NZ,Инверкаргилл*
OCEANIA,AU-NZ,NZ,Палмерстон-Норт*
OCEANIA,AU-NZ,NZ,Нейпир-Хейстингс*
OCEANIA,POL,NU,Ниуэ
OCEANIA,POL,NU,Алофи
OCEANIA,MIC,NR,Ярен
OCEANIA,MIC,NR,Науру
ASIA,SOUTH,NP,Триюг*
ASIA,SOUTH,NP,Калай*
ASIA,SOUTH,NP,Дхара*
ASIA,SOUTH,NP,Тикапур*
ASIA,SOUTH,NP,Покхар*
ASIA,SOUTH,NP,Лумбин*
ASIA,SOUTH,NP,Лекхнат*
ASIA,SOUTH,NP,Гхорах*
ASIA,SOUTH,NP,Гулар*
ASIA,SOUTH,NP,Бутва*
ASIA,SOUTH,NP,Аттар*
ASIA,SOUTH,NP,Тулсипур*
ASIA,SOUTH,NP,Малакшм*
ASIA,SOUTH,NP,Лалитпур*
ASIA,SOUTH,NP,Кохалпур*
ASIA,SOUTH,NP,Киртипур*
ASIA,SOUTH,NP,Катманд*
ASIA,SOUTH,NP,Гадхима*
ASIA,SOUTH,NP,Биргандж*
ASIA,SOUTH,NP,Банганг*
ASIA,SOUTH,NP,Нагарджун*
ASIA,SOUTH,NP,Дхангадх*
ASIA,SOUTH,NP,Бхимдатт*
ASIA,SOUTH,NP,Бхактапур*
ASIA,SOUTH,NP,Таракешвар*
ASIA,SOUTH,NP,Ратнанагар*
ASIA,SOUTH,NP,Непалгандж*
ASIA,SOUTH,NP,Биратнагар*
ASIA,SOUTH,NP,Бирендранагар*
ASIA,SOUTH,NP,Чандранигахапур*
ASIA,SOUTH,NP,Сиддхартханагар*
ASIA,SOUTH,NP,Ламк*
ASIA,SOUTH,NP,Токх?
ASIA,SOUTH,NP,Непал*
ASIA,SOUTH,NP,Лахан
ASIA,SOUTH,NP,Дамак
ASIA,SOUTH,NP,Дамак?
ASIA,SOUTH,NP,Лахан?
EUROPE,NORTH,NO,Фёуск*
EUROPE,NORTH,NO,Тромсё*
EUROPE,NORTH,NO,Саннес*
EUROPE,NORTH,NO,Рьюка*
EUROPE,NORTH,NO,Оппдал*
EUROPE,NORTH,NO,Нарвик*
EUROPE,NORTH,NO,Намсус*
EUROPE,NORTH,NO,Манда*
EUROPE,NORTH,NO,Лекнес*
EUROPE,NORTH,NO,Ларвик*
EUROPE,NORTH,NO,Дрёбак*
EUROPE,NORTH,NO,Бревик*
EUROPE,NORTH,NO,Эстфолл*
EUROPE,NORTH,NO,Хедмарк*
EUROPE,NORTH,NO,Харстад*
EUROPE,NORTH,NO,Фарсун*
EUROPE,NORTH,NO,Опплан*
EUROPE,NORTH,NO,Нурлан*
EUROPE,NORTH,NO,Норвег*
EUROPE,NORTH,NO,Люнгда*
EUROPE,NORTH,NO,Крагерё*
EUROPE,NORTH,NO,Ессхейм*
EUROPE,NORTH,NO,Драмм*
EUROPE,NORTH,NO,Аренда*
EUROPE,NORTH,NO,Эльверум*
EUROPE,NORTH,NO,Эгерсун*
EUROPE,NORTH,NO,Хокксун*
EUROPE,NORTH,NO,Хёнефосс*
EUROPE,NORTH,NO,Фуснавог*
EUROPE,NORTH,NO,Финнснес*
EUROPE,NORTH,NO,Финнмарк*
EUROPE,NORTH,NO,Фагернес*
EUROPE,NORTH,NO,Тронхейм*
EUROPE,NORTH,NO,Тёнсберг*
EUROPE,NORTH,NO,Телемарк*
EUROPE,NORTH,NO,Сортланд*
EUROPE,NORTH,NO,Свольвер*
EUROPE,NORTH,NO,Свельвик*
EUROPE,NORTH,NO,Саннвик*
EUROPE,NORTH,NO,Ругалан*
EUROPE,NORTH,NO,Окрехамн*
EUROPE,NORTH,NO,Нутодд*
EUROPE,NORTH,NO,Левангер*
EUROPE,NORTH,NO,Купервик*
EUROPE,NORTH,NO,Гримстад*
EUROPE,NORTH,NO,Вестфолл*
EUROPE,NORTH,NO,Бускеруд*
EUROPE,NORTH,NO,Брекстад*
EUROPE,NORTH,NO,Акерсхус*
EUROPE,NORTH,NO,Хордалан*
EUROPE,NORTH,NO,Хёугесун*
EUROPE,NORTH,NO,Статхелл*
EUROPE,NORTH,NO,Ставангер*
EUROPE,NORTH,NO,Сарпсборг*
EUROPE,NORTH,NO,Порсгрун*
EUROPE,NORTH,NO,Ондалснес*
EUROPE,NORTH,NO,Му-и-Ра*
EUROPE,NORTH,NO,Лиллесан*
EUROPE,NORTH,NO,Лангесун*
EUROPE,NORTH,NO,Кулверейд*
EUROPE,NORTH,NO,Конгсберг*
EUROPE,NORTH,NO,Йёрпелан*
EUROPE,NORTH,NO,Эуст-Агдер*
EUROPE,NORTH,NO,Хаммерфест*
EUROPE,NORTH,NO,Саннефьорд*
EUROPE,NORTH,NO,Саннесшёэн*
EUROPE,NORTH,NO,Лиллестрём*
EUROPE,NORTH,NO,Вест-Агдер*
EUROPE,NORTH,NO,Вердалсёр*
EUROPE,NORTH,NO,Хоннингсвог*
EUROPE,NORTH,NO,Холместран*
EUROPE,NORTH,NO,Фредрикстад*
EUROPE,NORTH,NO,Флеккефьорд*
EUROPE,NORTH,NO,Ульстейнвик*
EUROPE,NORTH,NO,Тведестран*
EUROPE,NORTH,NO,Стокмаркнес*
EUROPE,NORTH,NO,Лиллехаммер*
EUROPE,NORTH,NO,Конгсвингер*
EUROPE,NORTH,NO,Брённёйсун*
EUROPE,NORTH,NO,Скуденесхавн*
EUROPE,NORTH,NO,Кристиансун*
EUROPE,NORTH,NO,Кристиансан*
EUROPE,NORTH,NO,Сёр-Трёнделаг*
EUROPE,NORTH,NO,Нур-Трёнделаг*
EUROPE,NORTH,NO,Согн-ог-Фьюран*
EUROPE,NORTH,NO,Олесун*
EUROPE,NORTH,NO,Мёре-ог-Ромсда*
EUROPE,NORTH,NO,Лейрвик*
EUROPE,NORTH,NO,Схьёрдальсхальс*
EUROPE,NORTH,NO,Киркенес*
EUROPE,NORTH,NO,Стейнхьер*
EUROPE,NORTH,NO,Хортен?
EUROPE,NORTH,NO,Халден?
EUROPE,NORTH,NO,Берген?
EUROPE,NORTH,NO,Утта
EUROPE,NORTH,NO,Осло
EUROPE,NORTH,NO,Одда
EUROPE,NORTH,NO,Мосс
EUROPE,NORTH,NO,Будё
EUROPE,NORTH,NO,Ашим
EUROPE,NORTH,NO,Алта
EUROPE,NORTH,NO,Хамар*
EUROPE,NORTH,NO,Флурё
EUROPE,NORTH,NO,Фёрде
EUROPE,NORTH,NO,Тромс*
EUROPE,NORTH,NO,Сёуд?
EUROPE,NORTH,NO,Рисёр*
EUROPE,NORTH,NO,Рёрус*
EUROPE,NORTH,NO,Мюсен
EUROPE,NORTH,NO,Молёй
EUROPE,NORTH,NO,Молде
EUROPE,NORTH,NO,Йёвик
EUROPE,NORTH,NO,Вардё
EUROPE,NORTH,NO,Вадсё
EUROPE,NORTH,NO,Брюне
EUROPE,NORTH,NO,Йёвик?
EUROPE,NORTH,NO,Мюсен?
EUROPE,WEST,NL,Эрмел*
EUROPE,WEST,NL,Элбюрг*
EUROPE,WEST,NL,Эйсден*
EUROPE,WEST,NL,Хёсден*
EUROPE,WEST,NL,Хёйзен*
EUROPE,WEST,NL,Утрехт*
EUROPE,WEST,NL,Тексел*
EUROPE,WEST,NL,Ренкюм*
EUROPE,WEST,NL,Пекел*
EUROPE,WEST,NL,Остзан*
EUROPE,WEST,NL,Нидорп*
EUROPE,WEST,NL,Меппел*
EUROPE,WEST,NL,Мёйден*
EUROPE,WEST,NL,Лоссер*
EUROPE,WEST,NL,Лёсден*
EUROPE,WEST,NL,Ларбек*
EUROPE,WEST,NL,Зеванг*
EUROPE,WEST,NL,Зволл*
EUROPE,WEST,NL,Деурн*
EUROPE,WEST,NL,Дёйвен*
EUROPE,WEST,NL,Геннеп*
EUROPE,WEST,NL,Винсюм*
EUROPE,WEST,NL,Венра*
EUROPE,WEST,NL,Бюссюм*
EUROPE,WEST,NL,Бюнник*
EUROPE,WEST,NL,Брилл*
EUROPE,WEST,NL,Боскоп*
EUROPE,WEST,NL,Бладел*
EUROPE,WEST,NL,Андейк*
EUROPE,WEST,NL,Алсмер*
EUROPE,WEST,NL,Алмер*
EUROPE,WEST,NL,Алмел*
EUROPE,WEST,NL,Алкмар*
EUROPE,WEST,NL,Албург*
EUROPE,WEST,NL,Энсхед*
EUROPE,WEST,NL,Эмсмонд*
EUROPE,WEST,NL,Эйтхорн*
EUROPE,WEST,NL,Эйтгест*
EUROPE,WEST,NL,Хогев*
EUROPE,WEST,NL,Хенгел*
EUROPE,WEST,NL,Хелмонд*
EUROPE,WEST,NL,Тинарл*
EUROPE,WEST,NL,Тилбург*
EUROPE,WEST,NL,Тен-Бур*
EUROPE,WEST,NL,Схермер*
EUROPE,WEST,NL,Стрей*
EUROPE,WEST,NL,Рурмонд*
EUROPE,WEST,NL,Реувейк*
EUROPE,WEST,NL,Олдамбт*
EUROPE,WEST,NL,Оирсхот*
EUROPE,WEST,NL,Нюнспет*
EUROPE,WEST,NL,Ньивкоп*
EUROPE,WEST,NL,Нейкерк*
EUROPE,WEST,NL,Мурдейк*
EUROPE,WEST,NL,Маасга*
EUROPE,WEST,NL,Лисвелд*
EUROPE,WEST,NL,Ландерд*
EUROPE,WEST,NL,Катвейк*
EUROPE,WEST,NL,Капелл*
EUROPE,WEST,NL,Зюндерт*
EUROPE,WEST,NL,Зедерик*
EUROPE,WEST,NL,Зеволд*
EUROPE,WEST,NL,Зевенар*
EUROPE,WEST,NL,Занстад*
EUROPE,WEST,NL,Дусбург*
EUROPE,WEST,NL,Дронт*
EUROPE,WEST,NL,Далфс*
EUROPE,WEST,NL,Грусбек*
EUROPE,WEST,NL,Влиланд*
EUROPE,WEST,NL,Валвейк*
EUROPE,WEST,NL,Брюнсюм*
EUROPE,WEST,NL,Брюмм*
EUROPE,WEST,NL,Борсел*
EUROPE,WEST,NL,Бонайр*
EUROPE,WEST,NL,Бокстел*
EUROPE,WEST,NL,Боксмер*
EUROPE,WEST,NL,Бергейк*
EUROPE,WEST,NL,Бемстер*
EUROPE,WEST,NL,Амеланд*
EUROPE,WEST,NL,Хиллег*
EUROPE,WEST,NL,Херенв*
EUROPE,WEST,NL,Хемстед*
EUROPE,WEST,NL,Хемскерк*
EUROPE,WEST,NL,Угстгест*
EUROPE,WEST,NL,Убберг*
EUROPE,WEST,NL,Тернёз*
EUROPE,WEST,NL,Схейндел*
EUROPE,WEST,NL,Слидрехт*
EUROPE,WEST,NL,Рурдал*
EUROPE,WEST,NL,Росенда*
EUROPE,WEST,NL,Розенда*
EUROPE,WEST,NL,Рейсвейк*
EUROPE,WEST,NL,Олденза*
EUROPE,WEST,NL,Олдебрук*
EUROPE,WEST,NL,Нордвейк*
EUROPE,WEST,NL,Нерейн*
EUROPE,WEST,NL,Неймег*
EUROPE,WEST,NL,Недерлек*
EUROPE,WEST,NL,Монтфорт*
EUROPE,WEST,NL,Мааслёйс*
EUROPE,WEST,NL,Маасдр*
EUROPE,WEST,NL,Маасдонк*
EUROPE,WEST,NL,Лингева*
EUROPE,WEST,NL,Лелистад*
EUROPE,WEST,NL,Ландсмер*
EUROPE,WEST,NL,Ландграф*
EUROPE,WEST,NL,Куворд*
EUROPE,WEST,NL,Керкрад*
EUROPE,WEST,NL,Зутермер*
EUROPE,WEST,NL,Зёйдхорн*
EUROPE,WEST,NL,Зёйдплас*
EUROPE,WEST,NL,Зандворт*
EUROPE,WEST,NL,Дутинх*
EUROPE,WEST,NL,Дордрехт*
EUROPE,WEST,NL,Делфзейл*
EUROPE,WEST,NL,Девентер*
EUROPE,WEST,NL,Гудеред*
EUROPE,WEST,NL,Горинх*
EUROPE,WEST,NL,Вуренда*
EUROPE,WEST,NL,Вудрих*
EUROPE,WEST,NL,Виринг*
EUROPE,WEST,NL,Вестланд*
EUROPE,WEST,NL,Вененда*
EUROPE,WEST,NL,Вассенар*
EUROPE,WEST,NL,Бларикюм*
EUROPE,WEST,NL,Бернхез*
EUROPE,WEST,NL,Бернисс*
EUROPE,WEST,NL,Бёнинг*
EUROPE,WEST,NL,Апелдорн*
EUROPE,WEST,NL,Энкхёйзен*
EUROPE,WEST,NL,Эйндхов*
EUROPE,WEST,NL,Хилверсюм*
EUROPE,WEST,NL,Харлинг*
EUROPE,WEST,NL,Тюбберг*
EUROPE,WEST,NL,Тейлинг*
EUROPE,WEST,NL,Схонхов*
EUROPE,WEST,NL,Стапхорст*
EUROPE,WEST,NL,Слохтер*
EUROPE,WEST,NL,Роттерд*
EUROPE,WEST,NL,Ренсвауд*
EUROPE,WEST,NL,Рейнвауд*
EUROPE,WEST,NL,Пюрмеренд*
EUROPE,WEST,NL,Остфлакк*
EUROPE,WEST,NL,Остерхаут*
EUROPE,WEST,NL,Ост-Гелр*
EUROPE,WEST,NL,Олст-Вей*
EUROPE,WEST,NL,Ньивегейн*
EUROPE,WEST,NL,Нидерланд*
EUROPE,WEST,NL,Недерверт*
EUROPE,WEST,NL,Медемблик*
EUROPE,WEST,NL,Марграт*
EUROPE,WEST,NL,Маастрихт*
EUROPE,WEST,NL,Лопперсюм*
EUROPE,WEST,NL,Лингевард*
EUROPE,WEST,NL,Леувард*
EUROPE,WEST,NL,Лангедейк*
EUROPE,WEST,NL,Кулемборг*
EUROPE,WEST,NL,Корендейк*
EUROPE,WEST,NL,Кастрикюм*
EUROPE,WEST,NL,Дриммел*
EUROPE,WEST,NL,Дирксланд*
EUROPE,WEST,NL,Де-Волд*
EUROPE,WEST,NL,Гротегаст*
EUROPE,WEST,NL,Гронинг*
EUROPE,WEST,NL,Графстр*
EUROPE,WEST,NL,Вунсдрехт*
EUROPE,WEST,NL,Ворсхот*
EUROPE,WEST,NL,Вестворн*
EUROPE,WEST,NL,Веркенд*
EUROPE,WEST,NL,Велдхов*
EUROPE,WEST,NL,Ватерланд*
EUROPE,WEST,NL,Бюнсхот*
EUROPE,WEST,NL,Блуменда*
EUROPE,WEST,NL,Бинненмас*
EUROPE,WEST,NL,Бевервейк*
EUROPE,WEST,NL,Барневелд*
EUROPE,WEST,NL,Аудеркерк*
EUROPE,WEST,NL,Аудеватер*
EUROPE,WEST,NL,Амстерд*
EUROPE,WEST,NL,Амстелв*
EUROPE,WEST,NL,Амерсфорт*
EUROPE,WEST,NL,Алфен-Х*
EUROPE,WEST,NL,Эттен-Леур*
EUROPE,WEST,NL,Хеллендорн*
EUROPE,WEST,NL,Хезе-Ленд*
EUROPE,WEST,NL,Хардервейк*
EUROPE,WEST,NL,Харденберг*
EUROPE,WEST,NL,Хаксберг*
EUROPE,WEST,NL,Флиссинг*
EUROPE,WEST,NL,Твентеранд*
EUROPE,WEST,NL,Схерпензел*
EUROPE,WEST,NL,Стенберг*
EUROPE,WEST,NL,Стадскана*
EUROPE,WEST,NL,Симпелвелд*
EUROPE,WEST,NL,Риддеркерк*
EUROPE,WEST,NL,Рейнвард*
EUROPE,WEST,NL,Реймерсва*
EUROPE,WEST,NL,Папендрехт*
EUROPE,WEST,NL,Опстерланд*
EUROPE,WEST,NL,Ойстервейк*
EUROPE,WEST,NL,Овербетюв*
EUROPE,WEST,NL,Норденвелд*
EUROPE,WEST,NL,Лейдердорп*
EUROPE,WEST,NL,Кранендонк*
EUROPE,WEST,NL,Коггенланд*
EUROPE,WEST,NL,Зутервауд*
EUROPE,WEST,NL,Звейндрехт*
EUROPE,WEST,NL,Залтбоммел*
EUROPE,WEST,NL,Донгерадел*
EUROPE,WEST,NL,Динкелланд*
EUROPE,WEST,NL,Ден-Хелдер*
EUROPE,WEST,NL,Дантюмадел*
EUROPE,WEST,NL,Вормерланд*
EUROPE,WEST,NL,Влардинг*
EUROPE,WEST,NL,Влагтведд*
EUROPE,WEST,NL,Вестерворт*
EUROPE,WEST,NL,Вестервелд*
EUROPE,WEST,NL,Верверсхоф*
EUROPE,WEST,NL,Вейдемер*
EUROPE,WEST,NL,Вауденберг*
EUROPE,WEST,NL,Бронкхорст*
EUROPE,WEST,NL,Бодеграв*
EUROPE,WEST,NL,Беркелланд*
EUROPE,WEST,NL,Бергамбахт*
EUROPE,WEST,NL,Барендрехт*
EUROPE,WEST,NL,Аппингед*
EUROPE,WEST,NL,А-эн-Хюнз*
EUROPE,WEST,NL,Эйсселстейн*
EUROPE,WEST,NL,Хилваренбек*
EUROPE,WEST,NL,Херхюговард*
EUROPE,WEST,NL,Хертогенбос*
EUROPE,WEST,NL,Халдерберг*
EUROPE,WEST,NL,Терсхеллинг*
EUROPE,WEST,NL,Спейкенисс*
EUROPE,WEST,NL,Ондербанк*
EUROPE,WEST,NL,Монтферланд*
EUROPE,WEST,NL,Ментерволд*
EUROPE,WEST,NL,Менамерад*
EUROPE,WEST,NL,Лон-оп-Занд*
EUROPE,WEST,NL,Лемстерланд*
EUROPE,WEST,NL,Кромстрей*
EUROPE,WEST,NL,Дрехтерланд*
EUROPE,WEST,NL,Вирингермер*
EUROPE,WEST,NL,Винтерсвейк*
EUROPE,WEST,NL,Валкенсвард*
EUROPE,WEST,NL,Ваддинксв*
EUROPE,WEST,NL,Борнстерх*
EUROPE,WEST,NL,Анна-Полон*
EUROPE,WEST,NL,Эхт-Сюстер*
EUROPE,WEST,NL,Харлеммермер*
EUROPE,WEST,NL,Харенкарспел*
EUROPE,WEST,NL,Франекерадел*
EUROPE,WEST,NL,Схирмонниког*
EUROPE,WEST,NL,Схарстерланд*
EUROPE,WEST,NL,Стихтс*
EUROPE,WEST,NL,Синт-Антонис*
EUROPE,WEST,NL,Недер-Бетюв*
EUROPE,WEST,NL,Мидделхарнис*
EUROPE,WEST,NL,Гиссенланд*
EUROPE,WEST,NL,Гемерт-Бакел*
EUROPE,WEST,NL,Гелдермалс*
EUROPE,WEST,NL,Боргер-Одорн*
EUROPE,WEST,NL,Беллингведд*
EUROPE,WEST,NL,Барле-Насса*
EUROPE,WEST,NL,Ахткарспел*
EUROPE,WEST,NL,Аудер-Амстел*
EUROPE,WEST,NL,Албрандсвард*
EUROPE,WEST,NL,Алблассерд*
